"","yq","pr","cv","ll","ul","yr","qtr"
"1",1998.125,1.27316389509444,0.0382746904451713,1.18114778532964,1.37234842574731,"1998","0.125"
"2",1998.375,1.45472636704711,0.0378776971252221,1.35063862032173,1.5668356961968,"1998","0.375"
"3",1998.625,2.38109553296943,0.0494123746339294,2.16130549609408,2.62323671844316,"1998","0.625"
"4",1998.875,1.19205186713415,0.0365748209946244,1.10958872788051,1.28064355579056,"1998","0.875"
"5",1999.125,1.32197470622415,0.0393029934428468,1.2239615144297,1.42783666258553,"1999","0.125"
"6",1999.375,1.19452497531044,0.0362137373642081,1.11267794287668,1.28239256091603,"1999","0.375"
"7",1999.625,1.21615344038299,0.0376092881873149,1.12973010070506,1.3091880880507,"1999","0.625"
"8",1999.875,1.19969905061061,0.0345925761083779,1.12105396727069,1.2838613073553,"1999","0.875"
"9",2000.125,1.09715294214855,0.0323853538496544,1.02967508042744,1.16905284137353,"2000","0.125"
"10",2000.375,1.83764664703075,0.0345942041132256,1.71717606136523,1.96656899389719,"2000","0.375"
"11",2000.625,1.37281994257778,0.0346764261067263,1.28261528057733,1.46936858095979,"2000","0.625"
"12",2000.875,1.53231340675446,0.0370512993941661,1.42498042556838,1.64773096836255,"2000","0.875"
"13",2001.125,1.42396647410913,0.0310668279401729,1.33984680993976,1.51336742704038,"2001","0.125"
"14",2001.375,1.78478090372414,0.0305043045197198,1.68119899746526,1.89474469060535,"2001","0.375"
"15",2001.625,1.1716605971925,0.0326129644542256,1.0991098732075,1.24900029421747,"2001","0.625"
"16",2001.875,1.01526153990498,0.0359396700866385,0.946205503588128,1.08935742869966,"2001","0.875"
"17",2002.125,1.02637814025496,0.0305577224395191,0.966709831515962,1.08972936081682,"2002","0.125"
"18",2002.375,1.19214242051463,0.0330755882824717,1.11730986378991,1.27198693652428,"2002","0.375"
"19",2002.625,1.64268382274169,0.035978799707518,1.53083438146768,1.76270547236478,"2002","0.625"
"20",2002.875,0.709284502764015,0.0386048969619775,0.657596236926376,0.765035560745645,"2002","0.875"
"21",2003.125,0.622174835550862,0.0355073323232435,0.580347329333135,0.667016985220821,"2003","0.125"
"22",2003.375,0.935199280831918,0.036092780668042,0.87132739568124,1.00375323810947,"2003","0.375"
"23",2003.625,1.16701977725534,0.0360242016406727,1.08746126508773,1.25239877890753,"2003","0.625"
"24",2003.875,0.643094261926936,0.0331672403500878,0.602618013669274,0.686289192062427,"2003","0.875"
"25",2004.125,0.613109539945514,0.0397756883619027,0.567127000623594,0.662820333997267,"2004","0.125"
"26",2004.375,0.885822139040225,0.0395877808447554,0.819688290123171,0.957291779654298,"2004","0.375"
"27",2004.625,1.07830206340642,0.0369407880841767,1.00298815148342,1.15927126180589,"2004","0.625"
"28",2004.875,1.09016255963092,0.0411611955510675,1.00566687545149,1.1817575336639,"2004","0.875"
"29",2005.125,1.45800327586824,0.0438160357065771,1.33801671000665,1.58874962961558,"2005","0.125"
"30",2005.375,1.10807135389903,0.0398218265856222,1.0248745398675,1.19802188225923,"2005","0.375"
"31",2005.625,0.886613886898332,0.0448540905380646,0.811996124873302,0.968088591018367,"2005","0.625"
"32",2005.875,1.36975813276694,0.0340365058777621,1.28136078602509,1.46425375487059,"2005","0.875"
"33",2006.125,0.874189737187095,0.0341288353239023,0.817625923247658,0.934666667083847,"2006","0.125"
"34",2006.375,1.07444465414771,0.0430754130084902,0.98745546476697,1.16909709451963,"2006","0.375"
"35",2006.625,0.831089917711282,0.0440941041232186,0.762279700336722,0.906111563795071,"2006","0.625"
"36",2006.875,0.863673094855805,0.0339105810526483,0.808135381549303,0.923027541929616,"2006","0.875"
"37",2007.125,0.809831332829918,0.0369574633180447,0.753244116233138,0.870669645470015,"2007","0.125"
"38",2007.375,0.800760969612768,0.0391090701739026,0.741673196399454,0.864556159731878,"2007","0.375"
"39",2007.625,0.910796878552684,0.0343126304697366,0.851557606954971,0.974157176456505,"2007","0.625"
"40",2007.875,0.813256807613595,0.0329978273465117,0.762323643558096,0.867592971461408,"2007","0.875"
"41",2008.125,0.793963719637738,0.0428804187043026,0.729961757943369,0.863577278181056,"2008","0.125"
"42",2008.375,1.10834761274358,0.0468448451634246,1.0111156978534,1.21492963988431,"2008","0.375"
"43",2008.625,0.970410972429425,0.0576676183662451,0.866698471617463,1.08653411336239,"2008","0.625"
"44",2008.875,0.787005990002645,0.0551810277848075,0.706328936785842,0.876897994748074,"2008","0.875"
"45",2009.125,0.873187798798555,0.0358316079875922,0.813967712471852,0.93671643271358,"2009","0.125"
"46",2009.375,0.960334507253721,0.0407325602507522,0.886646040934824,1.04014716498355,"2009","0.375"
"47",2009.625,0.677178032954901,0.0460075385000578,0.618785964245088,0.741080300481799,"2009","0.625"
"48",2009.875,0.558392979375718,0.0663492389693079,0.490300500881358,0.635942078083948,"2009","0.875"
"49",2010.125,0.79714689725821,0.0483814361069473,0.725028786644264,0.8764385463224,"2010","0.125"
"50",2010.375,0.867644050461078,0.0425223557273694,0.798262693569093,0.94305571883192,"2010","0.375"
