"","yq","pr","cv","ll","ul","yr","qtr"
"1",1998.125,1.46911490834629,0.0411618975287285,1.35524574177505,1.59255148154789,"1998","0.125"
"2",1998.375,1.81358193168852,0.0391096858565067,1.67975655168854,1.95806911402773,"1998","0.375"
"3",1998.625,2.93167296011303,0.0502645167764117,2.65662038585397,3.23520303872663,"1998","0.625"
"4",1998.875,1.35256353627861,0.036558526317496,1.25903681483941,1.45303782868639,"1998","0.875"
"5",1999.125,1.28640702552563,0.0390080265162574,1.19171965096866,1.38861772899072,"1999","0.125"
"6",1999.375,1.03926204430973,0.0382980422689662,0.964106730379456,1.12027596396692,"1999","0.375"
"7",1999.625,1.00129807907627,0.0379875668542543,0.929453598739453,1.07869596128475,"1999","0.625"
"8",1999.875,1.03862139222701,0.0355673356161282,0.968683129397674,1.1136091500451,"1999","0.875"
"9",2000.125,0.951365281725745,0.0334504705594558,0.890991750973523,1.01582971815864,"2000","0.125"
"10",2000.375,1.27322896653937,0.0365360712032844,1.18524021554314,1.36774974387115,"2000","0.375"
"11",2000.625,1.10298585315293,0.035325106951888,1.02920195892694,1.18205934384727,"2000","0.625"
"12",2000.875,1.2610494364456,0.03912733882844,1.16795537375018,1.36156373513968,"2000","0.875"
"13",2001.125,1.32010548221204,0.0319597686513029,1.2399493073547,1.40544333048912,"2001","0.125"
"14",2001.375,1.71833998215786,0.0311270604299807,1.61663957708009,1.82643820932264,"2001","0.375"
"15",2001.625,1.08168783871576,0.0334803454033849,1.01298473682084,1.15505055298036,"2001","0.625"
"16",2001.875,0.778283806171705,0.0371919109611922,0.723568414158358,0.837136711742296,"2001","0.875"
"17",2002.125,0.826233229821978,0.0329555759466792,0.774551510231587,0.88136339681004,"2002","0.125"
"18",2002.375,1.21819705356197,0.0330294772147443,1.14183220018081,1.29966912920486,"2002","0.375"
"19",2002.625,1.43403704550591,0.0366731633698778,1.33457671655469,1.54090972993462,"2002","0.625"
"20",2002.875,0.648804647188157,0.0393391050637463,0.600658780021694,0.700809651359372,"2002","0.875"
"21",2003.125,0.576115127958392,0.0380128870982371,0.53475155557732,0.620678214398432,"2003","0.125"
"22",2003.375,0.816018028650608,0.0368412448764597,0.75917142531342,0.877121294189803,"2003","0.375"
"23",2003.625,0.999677936816869,0.0363886340103159,0.930862374846275,1.07358080459904,"2003","0.625"
"24",2003.875,0.568999350726103,0.0323757430788802,0.534014416940765,0.606276255576522,"2003","0.875"
"25",2004.125,0.593257289357252,0.0389676444539865,0.549633448773414,0.640343509225922,"2004","0.125"
"26",2004.375,0.775619126363576,0.0397887713529432,0.717430150230586,0.838527665707447,"2004","0.375"
"27",2004.625,0.832070206762612,0.0415858307895188,0.766940015793095,0.902731393231613,"2004","0.625"
"28",2004.875,0.825391381200144,0.0421118333015339,0.760000037046371,0.896409077566812,"2004","0.875"
"29",2005.125,1.24973827680883,0.0444297345715527,1.14551219754009,1.36344751620722,"2005","0.125"
"30",2005.375,0.946164241277912,0.0424853986637418,0.870567057168017,1.02832603657805,"2005","0.375"
"31",2005.625,0.985650150292463,0.0477167580613334,0.897646760724047,1.08228120601464,"2005","0.625"
"32",2005.875,1.36254473893301,0.0382069626114676,1.26423656771079,1.46849744186385,"2005","0.875"
"33",2006.125,0.87977968557145,0.0340120325415003,0.823042578482989,0.940428011113155,"2006","0.125"
"34",2006.375,1.06480401885144,0.0411682627799059,0.982260203533201,1.154284368321,"2006","0.375"
"35",2006.625,0.89677453247767,0.0449207769159537,0.821194305191705,0.979310934106887,"2006","0.625"
"36",2006.875,0.934280137368549,0.0327583120211113,0.876178672902773,0.996234446325373,"2006","0.875"
"37",2007.125,0.805727382511565,0.0365702235198485,0.74999595418516,0.865600155982526,"2007","0.125"
"38",2007.375,0.877748899320434,0.0396920687495558,0.812051779771598,0.948761088209093,"2007","0.375"
"39",2007.625,0.921492607329095,0.0340081413018897,0.86207200330736,0.985008934409648,"2007","0.625"
"40",2007.875,0.81353083490863,0.0329166117659305,0.762701908060438,0.867747166163752,"2007","0.875"
"41",2008.125,0.824826640988077,0.0424892589240886,0.758918417373423,0.896458660257964,"2008","0.125"
"42",2008.375,1.1019742018793,0.0459787532168324,1.00700939549724,1.20589454978014,"2008","0.375"
"43",2008.625,1.10551427325923,0.0609286637835349,0.981071881256375,1.24574134854905,"2008","0.625"
"44",2008.875,0.911301208940347,0.0541033664170881,0.819611854427439,1.01324778177627,"2008","0.875"
"45",2009.125,0.980389780103967,0.0353301475158084,0.914797874107399,1.0506846901783,"2009","0.125"
"46",2009.375,1.05557219095339,0.0400869834713542,0.975809880018401,1.14185424141548,"2009","0.375"
"47",2009.625,0.698599288712747,0.0441963751470953,0.640630225340728,0.761813830951209,"2009","0.625"
"48",2009.875,0.593065300445205,0.062732468451635,0.524449359729223,0.670658556574006,"2009","0.875"
"49",2010.125,0.842793965512054,0.0470567489284991,0.768538987745908,0.924223337565238,"2010","0.125"
"50",2010.375,0.916900628389535,0.0438339523972451,0.84141462579796,0.999158722186265,"2010","0.375"
"51",2010.625,0.983703076191166,0.0513913127421242,0.889444514362431,1.08795065513626,"2010","0.625"
"NA",2010.875,NA,NA,NA,NA,"2010","0.875"
"52",2011.125,1.12270513408686,0.0406257212893269,1.0367747139084,1.21575767733891,"2011","0.125"
"53",2011.375,0.99460306595754,0.0451537723267772,0.910362011391015,1.08663943182406,"2011","0.375"
"54",2011.625,1.05100028394946,0.0581124877723312,0.937856699562482,1.1777935769688,"2011","0.625"
"NA.1",2011.875,NA,NA,NA,NA,"2011","0.875"
"55",2012.125,0.71895653769169,0.0398254241927858,0.664970764281578,0.777325156013542,"2012","0.125"
"56",2012.375,0.850914544498214,0.0412994216820584,0.784749720288742,0.922657942168101,"2012","0.375"
"57",2012.625,0.641067964891279,0.0424958203430174,0.589835493178249,0.69675043357496,"2012","0.625"
"58",2012.875,0.671295605839922,0.0493416762699025,0.609415255383713,0.739459320125238,"2012","0.875"
"59",2013.125,1.00289105393122,0.0454384732177219,0.917435937265806,1.09630593832282,"2013","0.125"
"60",2013.375,1.23007276964836,0.0491301913656453,1.11714704573427,1.35441348066752,"2013","0.375"
"61",2013.625,0.91005099475779,0.0524501664674362,0.821143852135736,1.00858431918545,"2013","0.625"
"62",2013.875,0.886446786233684,0.0490188789729518,0.805242999110542,0.97583947416121,"2013","0.875"
"63",2014.125,1.02747340390674,0.0403882048862098,0.949273713577674,1.11211506295367,"2014","0.125"
"64",2014.375,1.09922934761409,0.0403253457279105,1.01569353367439,1.18963557273513,"2014","0.375"
"65",2014.625,0.97311460870169,0.0421184877706506,0.896008256901005,1.05685637869436,"2014","0.625"
