"","yq","pr","ln.cv","ll","ul","yr","qtr"
"1",1998.125,1.71061936126436,0.0468026749501643,1.56068099552994,1.87496266534525,"1998","0.125"
"2",1998.375,2.28878641012843,0.0483951152337718,2.08166342846057,2.51651787679365,"1998","0.375"
"3",1998.625,3.33885874879232,0.0586322480076165,2.97638611210345,3.74547431835334,"1998","0.625"
"4",1998.875,1.37209091122444,0.0442598022721606,1.25807978262816,1.49643408523094,"1998","0.875"
"5",1999.125,1.52407485806236,0.043048073175198,1.40075776666898,1.65824829120988,"1999","0.125"
"6",1999.375,1.7025682724414,0.0452952528239696,1.55793178686439,1.86063263280501,"1999","0.375"
"7",1999.625,1.09572985465123,0.044642239184995,1.00392958701891,1.19592442527684,"1999","0.625"
"8",1999.875,1.27058766462718,0.0412164099957278,1.1719808575889,1.37749094027357,"1999","0.875"
"9",2000.125,1.03783655053936,0.0387279754869297,0.961973355802085,1.11968247263704,"2000","0.125"
"10",2000.375,1.37073762664467,0.039912584307282,1.26759365501845,1.48227441314553,"2000","0.375"
"11",2000.625,1.11779997872095,0.0393636541546363,1.03480156807926,1.20745544940348,"2000","0.625"
"12",2000.875,1.28224407182881,0.0447706931715782,1.17452189322055,1.3998460728832,"2000","0.875"
"13",2001.125,1.08675097684955,0.0366551381230403,1.01141305662497,1.16770065202093,"2001","0.125"
"14",2001.375,1.63495208769112,0.0371500826445952,1.5201352904495,1.75844107155431,"2001","0.375"
"15",2001.625,1.42412515593356,0.0434125868522075,1.30796046795215,1.55060684895025,"2001","0.625"
"16",2001.875,0.787410753131224,0.0430816092378923,0.723651614269908,0.856787550694841,"2001","0.875"
"17",2002.125,0.712094682188772,0.040917814219704,0.657215497707484,0.771556419728893,"2002","0.125"
"18",2002.375,1.06355551176085,0.0442547277591637,0.975191209527701,1.15992670518913,"2002","0.375"
"19",2002.625,1.82905088319735,0.056917435769528,1.63597509529794,2.04491324039121,"2002","0.625"
"20",2002.875,0.908928862398014,0.052041507125689,0.820788511789402,1.0065341620085,"2002","0.875"
"21",2003.125,0.911979851754157,0.0648282991572147,0.803160388895605,1.03554316361292,"2003","0.125"
"22",2003.375,1.01541130072704,0.0507162228157415,0.919330083847525,1.12153417772325,"2003","0.375"
"23",2003.625,1.24502746984436,0.0497759035204833,1.12929870261307,1.37261594038876,"2003","0.625"
"24",2003.875,0.638049817559461,0.0498141401328688,0.578697940413362,0.703488886441976,"2003","0.875"
"25",2004.125,0.834193700645854,0.0625482770325899,0.737946262847004,0.94299431439969,"2004","0.125"
"26",2004.375,0.902954226241291,0.0485183944873193,0.821043266790723,0.993036990454765,"2004","0.375"
"27",2004.625,0.940989025173292,0.051440030267655,0.850742091355498,1.04080937630083,"2004","0.625"
"28",2004.875,1.18037778582926,0.058649146032452,1.05219895640998,1.32417135446796,"2004","0.875"
"29",2005.125,1.11361701885861,0.05302827264099,1.00368465053999,1.23559014678997,"2005","0.125"
"30",2005.375,0.939899302940764,0.0498408648778173,0.852424506519601,1.0363506596912,"2005","0.375"
"31",2005.625,0.87310148705916,0.0580919867073269,0.779140591175327,0.978393649796867,"2005","0.625"
"32",2005.875,1.17190432776912,0.0460483158649557,1.07076715314316,1.28259421239491,"2005","0.875"
"33",2006.125,0.757460084631645,0.0401506257082962,0.700136710053549,0.81947678442157,"2006","0.125"
"34",2006.375,1.03340048139277,0.0511413917348111,0.934837721083331,1.14235501077691,"2006","0.375"
"35",2006.625,0.970842209938845,0.0556374937868817,0.870540658015977,1.08270025979837,"2006","0.625"
"36",2006.875,1.03742321054856,0.0442025656626469,0.951327337449389,1.13131082795372,"2006","0.875"
"37",2007.125,0.687024426514639,0.0463930626846135,0.627309126628997,0.752424191824201,"2007","0.125"
"38",2007.375,0.686432879799211,0.0503101482344138,0.621975410060196,0.757570300767735,"2007","0.375"
"39",2007.625,0.911437305972248,0.0441336704763542,0.835909886878012,0.993788894901754,"2007","0.625"
"40",2007.875,0.75867074630841,0.0407367041175604,0.700450671195874,0.821729958972663,"2007","0.875"
"41",2008.125,0.860812237561132,0.0555961004775558,0.77194094336599,0.959915022908278,"2008","0.125"
"42",2008.375,1.26801534491151,0.0592835607150058,1.12891520787588,1.42425481002807,"2008","0.375"
"43",2008.625,2.3134604428125,0.107139103211812,1.87526838623957,2.85404439158208,"2008","0.625"
"44",2008.875,0.649733739547947,0.074090375816131,0.561912144355313,0.751281025953444,"2008","0.875"
"45",2009.125,0.979005075947709,0.0476363070481303,0.891735590589321,1.07481516813517,"2009","0.125"
"46",2009.375,1.02826910284903,0.0493784874411805,0.933415416215376,1.13276182234168,"2009","0.375"
"47",2009.625,1.20806384602043,0.073288355331765,1.04641891135087,1.39467878516995,"2009","0.625"
"48",2009.875,0.422318096413374,0.0837736062392772,0.358368771719487,0.497678895687434,"2009","0.875"
"49",2010.125,0.736671250872312,0.0582461986774932,0.65719394929058,0.825760085660537,"2010","0.125"
"50",2010.375,0.811148133523933,0.0526891503606435,0.731560525103693,0.899394201766285,"2010","0.375"
"51",2010.625,0.907630575299041,0.0632699970284482,0.80177518149216,1.02746166286231,"2010","0.625"
"NA",2010.875,NA,NA,NA,NA,"2010","0.875"
"52",2011.125,0.808609660300764,0.0548754898824349,0.72615271497696,0.900429853453709,"2011","0.125"
